product_type,brand,condition,age_years,weight_kg,storage_gb,screen_size_inch,location_tier,resale_price_inr,green_points,price_per_kg,age_category,brand_tier,product_category
Tablet,Xiaomi,Repairable,0.5,0.71,256.0,10.3,3,4449,465,6266.197183098592,New,Budget,Mobile
Speaker,Apple,Working,2.4,1.86,,,2,2702,309,1452.6881720430106,Recent,Premium,Accessory
Smartphone,Dell,Repairable,3.6,0.15,128.0,6.6,3,3855,405,25700.0,Old,Premium,Mobile
Laptop,Xiaomi,Repairable,1.6,2.3,512.0,14.6,1,9492,979,4126.956521739131,Recent,Budget,Computer
Laptop,Samsung,Repairable,4.9,2.84,512.0,15.5,1,7988,829,2812.6760563380285,Old,Premium,Computer
Monitor,LG,Working,5.7,7.81,,24.9,3,2449,295,313.572343149808,Very_Old,Budget,Computer
Battery,Sony,Working,1.2,0.78,,,2,930,130,1192.3076923076924,Recent,Premium,Accessory
Mouse,Dell,Working,2.2,0.13,,,3,510,86,3923.076923076923,Recent,Premium,Computer
Monitor,MSI,Working,1.5,7.99,,26.5,1,7519,807,941.0513141426783,Recent,Premium,Computer
Laptop,Samsung,Working,0.7,1.73,256.0,15.0,1,34447,3487,19911.56069364162,New,Premium,Computer
Charger,OnePlus,Working,1.1,0.16,,,1,497,84,3106.25,Recent,Budget,Accessory
Speaker,Apple,Working,1.2,2.93,,,3,4247,465,1449.4880546075085,Recent,Premium,Accessory
Speaker,LG,Dead,1.3,2.14,,,1,713,85,333.1775700934579,Recent,Budget,Accessory
Keyboard,Samsung,Working,0.5,1.07,,,1,2220,259,2074.766355140187,New,Premium,Computer
Laptop,Acer,Repairable,0.7,1.74,128.0,15.2,2,13289,1356,7637.356321839081,New,Budget,Computer
Keyboard,Acer,Working,0.5,0.68,,,1,1318,167,1938.2352941176468,New,Budget,Computer
Headphones,OnePlus,Repairable,2.9,0.42,,,1,1082,129,2576.190476190476,Recent,Budget,Accessory
Tablet,Realme,Repairable,1.2,0.62,512.0,10.0,1,5142,540,8293.548387096775,Recent,Budget,Mobile
Keyboard,Realme,Dead,0.9,1.18,,,2,214,33,181.35593220338984,New,Budget,Computer
Headphones,Sony,Repairable,1.9,0.38,,,2,939,114,2471.0526315789475,Recent,Premium,Accessory
Monitor,Samsung,Dead,2.1,6.47,,31.9,3,1706,193,263.6785162287481,Recent,Premium,Computer
Speaker,Sony,Dead,2.4,1.74,,,3,554,68,318.39080459770116,Recent,Premium,Accessory
Mouse,HP,Repairable,0.9,0.14,,,2,352,55,2514.285714285714,New,Budget,Computer
Monitor,Lenovo,Working,1.6,6.91,,29.3,1,7578,811,1096.671490593343,Recent,Budget,Computer
Tablet,Asus,Dead,2.2,0.54,256.0,9.2,2,3276,338,6066.666666666666,Recent,Budget,Mobile
Tablet,Asus,Dead,1.0,0.6,32.0,8.0,2,2865,297,4775.0,New,Budget,Mobile
Headphones,HP,Repairable,2.6,0.35,,,2,848,105,2422.857142857143,Recent,Budget,Accessory
Keyboard,Apple,Working,7.3,0.9,,,1,365,73,405.55555555555554,Very_Old,Premium,Computer
Mouse,Dell,Working,0.8,0.16,,,1,964,131,6025.0,New,Premium,Computer
Mouse,Samsung,Working,2.2,0.17,,,1,698,104,4105.882352941177,Recent,Premium,Computer
Keyboard,Realme,Repairable,0.7,0.82,,,2,430,65,524.390243902439,New,Budget,Computer
Charger,HP,Dead,4.5,0.15,,,2,79,17,526.6666666666667,Old,Budget,Accessory
Laptop,HP,Repairable,6.8,1.87,64.0,16.6,2,2540,278,1358.288770053476,Very_Old,Budget,Computer
Monitor,Samsung,Repairable,7.3,5.22,,25.8,2,677,97,129.69348659003833,Very_Old,Premium,Computer
Battery,Dell,Working,2.8,0.44,,,2,921,128,2093.181818181818,Recent,Premium,Accessory
Tablet,LG,Working,0.6,0.42,256.0,9.7,3,12540,1295,29857.14285714286,New,Budget,Mobile
Charger,Lenovo,Working,1.3,0.2,,,1,493,84,2465.0,Recent,Budget,Accessory
Speaker,Apple,Working,0.9,1.62,,,1,5465,589,3373.4567901234564,New,Premium,Accessory
Keyboard,Xiaomi,Repairable,1.6,0.81,,,3,419,63,517.283950617284,Recent,Budget,Computer
Monitor,Local,Working,8.0,4.21,,28.3,1,460,89,109.26365795724466,Very_Old,Budget,Computer
Speaker,Local,Working,2.4,1.18,,,3,892,126,755.9322033898305,Recent,Budget,Accessory
Monitor,Samsung,Repairable,0.6,5.98,,21.7,2,5980,635,999.9999999999999,New,Premium,Computer
Monitor,Realme,Repairable,4.2,3.15,,25.0,2,1659,191,526.6666666666666,Old,Budget,Computer
Smartphone,Acer,Repairable,1.0,0.16,64.0,5.1,1,6004,625,37525.0,New,Budget,Mobile
Battery,Realme,Working,0.9,0.47,,,3,574,93,1221.276595744681,New,Budget,Accessory
Tablet,Local,Repairable,2.1,0.45,32.0,9.2,2,2398,260,5328.888888888889,Recent,Budget,Mobile
Smartphone,Apple,Dead,1.0,0.19,1024.0,5.4,3,3816,391,20084.21052631579,New,Premium,Mobile
Smartphone,LG,Repairable,1.4,0.19,256.0,6.7,3,5664,591,29810.526315789473,Recent,Budget,Mobile
Laptop,Xiaomi,Repairable,3.7,1.86,32.0,14.3,2,4507,474,2423.1182795698924,Old,Budget,Computer
Smartphone,Acer,Repairable,1.1,0.2,64.0,6.5,1,5569,581,27845.0,Recent,Budget,Mobile
Headphones,HP,Repairable,4.2,0.31,,,1,739,94,2383.8709677419356,Old,Budget,Accessory
Keyboard,Asus,Working,1.3,0.54,,,3,1281,164,2372.222222222222,Recent,Budget,Computer
Speaker,Acer,Repairable,0.5,1.82,,,3,1103,134,606.043956043956,New,Budget,Accessory
Keyboard,MSI,Working,2.9,1.04,,,3,914,128,878.8461538461538,Recent,Premium,Computer
Tablet,MSI,Dead,3.8,0.52,1024.0,11.6,2,2284,239,4392.307692307692,Old,Premium,Mobile
Smartphone,Generic,Repairable,2.9,0.25,256.0,6.2,3,1810,201,7240.0,Recent,Budget,Mobile
Charger,OnePlus,Working,2.4,0.28,,,2,383,74,1367.8571428571427,Recent,Budget,Accessory
Headphones,Acer,Dead,3.3,0.37,,,2,247,35,667.5675675675676,Old,Budget,Accessory
Monitor,MSI,Repairable,1.8,4.67,,30.6,2,4416,470,945.610278372591,Recent,Premium,Computer
Charger,Acer,Dead,2.2,0.23,,,2,89,18,386.95652173913044,Recent,Budget,Accessory
Charger,Local,Working,0.6,0.15,,,2,241,59,1606.6666666666667,New,Budget,Accessory
Keyboard,Realme,Working,1.2,0.63,,,2,780,114,1238.095238095238,Recent,Budget,Computer
Mouse,Acer,Working,1.3,0.13,,,3,487,83,3746.153846153846,Recent,Budget,Computer
Monitor,Dell,Dead,0.8,7.64,,28.2,1,2669,291,349.3455497382199,New,Premium,Computer
Laptop,Asus,Repairable,0.7,2.66,512.0,16.1,3,14973,1527,5628.9473684210525,New,Budget,Computer
Monitor,MSI,Repairable,0.7,6.22,,26.5,1,6237,660,1002.7331189710611,New,Premium,Computer
Charger,Local,Working,2.6,0.19,,,2,181,53,952.6315789473684,Recent,Budget,Accessory
Headphones,Apple,Working,0.6,0.39,,,2,2712,307,6953.846153846153,New,Premium,Accessory
Keyboard,OnePlus,Repairable,1.6,0.7,,,1,760,97,1085.7142857142858,Recent,Budget,Computer
Mouse,Asus,Dead,0.8,0.17,,,3,164,26,964.7058823529411,New,Budget,Computer
Keyboard,Realme,Working,0.9,0.57,,,2,697,105,1222.8070175438597,New,Budget,Computer
Laptop,HP,Dead,4.7,2.29,256.0,13.4,1,3280,343,1432.3144104803494,Old,Budget,Computer
Battery,Local,Working,2.6,0.73,,,3,341,70,467.1232876712329,Recent,Budget,Accessory
Laptop,Samsung,Working,2.5,1.61,32.0,13.2,2,18838,1926,11700.621118012421,Recent,Premium,Computer
Keyboard,Dell,Dead,1.1,0.59,,,2,306,41,518.6440677966102,Recent,Premium,Computer
Smartphone,Lenovo,Repairable,1.5,0.24,1024.0,6.5,2,5440,569,22666.666666666668,Recent,Budget,Mobile
Tablet,Xiaomi,Working,3.0,0.45,256.0,9.3,3,7211,762,16024.444444444443,Recent,Budget,Mobile
Smartphone,Lenovo,Working,2.5,0.18,32.0,5.5,3,8102,850,45011.11111111111,Recent,Budget,Mobile
Monitor,Generic,Dead,1.2,7.65,,28.1,2,749,99,97.90849673202614,Recent,Budget,Computer
Battery,Realme,Working,3.1,0.72,,,2,510,87,708.3333333333334,Old,Budget,Accessory
Charger,Xiaomi,Repairable,7.9,0.11,,,2,50,25,454.54545454545456,Very_Old,Budget,Accessory
Mouse,Xiaomi,Repairable,2.6,0.16,,,2,164,36,1025.0,Recent,Budget,Computer
Headphones,Dell,Dead,2.6,0.49,,,1,516,62,1053.061224489796,Recent,Premium,Accessory
Charger,Lenovo,Dead,1.7,0.11,,,1,109,20,990.9090909090909,Recent,Budget,Accessory
Charger,Lenovo,Repairable,4.0,0.24,,,1,174,37,725.0,Old,Budget,Accessory
Tablet,Acer,Repairable,0.6,0.57,64.0,12.5,3,5774,603,10129.82456140351,New,Budget,Mobile
Tablet,Dell,Working,2.5,0.52,32.0,8.3,3,10755,1116,20682.69230769231,Recent,Premium,Mobile
Speaker,Dell,Repairable,7.7,1.72,,,2,180,41,104.65116279069768,Very_Old,Premium,Accessory
Monitor,OnePlus,Repairable,1.4,6.41,,28.3,2,4465,479,696.5678627145086,Recent,Budget,Computer
Charger,Dell,Working,1.1,0.16,,,2,499,84,3118.75,Recent,Premium,Accessory
Tablet,OnePlus,Working,2.6,0.42,32.0,12.3,2,11152,1156,26552.380952380954,Recent,Budget,Mobile
Keyboard,MSI,Working,4.9,0.81,,,2,685,105,845.679012345679,Old,Premium,Computer
Charger,Dell,Working,0.7,0.23,,,3,629,97,2734.782608695652,New,Premium,Accessory
Mouse,Sony,Repairable,1.1,0.14,,,1,493,69,3521.428571428571,Recent,Premium,Computer
Headphones,MSI,Dead,4.7,0.27,,,2,260,37,962.9629629629629,Old,Premium,Accessory
Tablet,MSI,Repairable,0.9,0.44,256.0,12.0,2,10397,1065,23629.545454545456,New,Premium,Mobile
Laptop,Acer,Repairable,3.4,1.57,32.0,14.8,1,9074,935,5779.617834394904,Old,Budget,Computer
Mouse,Samsung,Working,1.3,0.15,,,2,642,99,4280.0,Recent,Premium,Computer
Monitor,Xiaomi,Working,3.3,5.91,,21.4,2,3296,376,557.6988155668358,Old,Budget,Computer
Speaker,Asus,Working,0.9,1.11,,,2,2881,325,2595.495495495495,New,Budget,Accessory
Headphones,HP,Working,4.2,0.21,,,2,951,130,4528.571428571428,Old,Budget,Accessory
Keyboard,Asus,Repairable,2.2,1.07,,,1,632,85,590.6542056074766,Recent,Budget,Computer
Mouse,LG,Working,1.4,0.16,,,2,541,89,3381.25,Recent,Budget,Computer
Speaker,OnePlus,Dead,0.6,2.47,,,3,632,78,255.87044534412954,New,Budget,Accessory
Charger,LG,Working,2.2,0.25,,,3,406,75,1624.0,Recent,Budget,Accessory
Charger,LG,Working,1.0,0.17,,,1,471,82,2770.5882352941176,New,Budget,Accessory
Charger,Lenovo,Dead,0.8,0.24,,,3,122,22,508.33333333333337,New,Budget,Accessory
Laptop,HP,Repairable,7.1,2.44,256.0,13.4,3,1882,213,771.3114754098361,Very_Old,Budget,Computer
Battery,MSI,Repairable,3.9,0.59,,,1,418,62,708.4745762711865,Old,Premium,Accessory
Battery,Acer,Dead,3.5,0.65,,,1,163,27,250.76923076923077,Old,Budget,Accessory
Speaker,Realme,Working,0.6,2.5,,,1,2119,251,847.6,New,Budget,Accessory
Keyboard,Generic,Repairable,1.2,0.95,,,2,333,55,350.5263157894737,Recent,Budget,Computer
Speaker,MSI,Working,6.8,1.07,,,1,706,107,659.8130841121495,Very_Old,Premium,Accessory
Headphones,LG,Working,0.9,0.41,,,2,1665,202,4060.9756097560976,New,Budget,Accessory
Speaker,MSI,Dead,1.0,1.99,,,1,880,102,442.2110552763819,New,Premium,Accessory
Battery,Lenovo,Repairable,1.0,0.37,,,1,617,82,1667.5675675675675,New,Budget,Accessory
Headphones,Generic,Repairable,1.9,0.47,,,2,418,62,889.3617021276597,Recent,Budget,Accessory
Keyboard,HP,Working,2.6,0.66,,,1,1019,137,1543.9393939393938,Recent,Budget,Computer
Headphones,Lenovo,Dead,2.8,0.38,,,3,326,43,857.8947368421052,Recent,Budget,Accessory
Keyboard,Samsung,Repairable,1.2,0.81,,,3,726,94,896.2962962962962,Recent,Premium,Computer
Battery,Dell,Repairable,8.0,0.45,,,2,63,27,140.0,Very_Old,Premium,Accessory
Monitor,Apple,Working,1.4,5.82,,30.9,1,11576,1209,1989.0034364261167,Recent,Premium,Computer
Laptop,Realme,Repairable,1.1,2.84,512.0,15.6,2,6889,719,2425.7042253521126,Recent,Budget,Computer
Battery,Generic,Working,5.3,0.38,,,2,253,61,665.7894736842105,Very_Old,Budget,Accessory
Laptop,Sony,Repairable,1.7,2.92,512.0,14.2,1,16423,1673,5624.315068493151,Recent,Premium,Computer
Headphones,Dell,Repairable,0.9,0.29,,,1,1121,133,3865.5172413793107,New,Premium,Accessory
Keyboard,Local,Repairable,0.8,0.57,,,2,307,51,538.5964912280702,New,Budget,Computer
Smartphone,Lenovo,Working,3.7,0.16,1024.0,6.2,3,5030,543,31437.5,Old,Budget,Mobile
Charger,Apple,Working,0.9,0.12,,,2,724,107,6033.333333333334,New,Premium,Accessory
Laptop,OnePlus,Working,5.6,2.73,1024.0,15.6,1,10203,1065,3737.3626373626375,Very_Old,Budget,Computer
Laptop,Realme,Dead,2.0,2.52,512.0,15.5,2,3297,344,1308.3333333333333,Recent,Budget,Computer
Charger,Generic,Dead,1.1,0.11,,,3,55,15,500.0,Recent,Budget,Accessory
Headphones,Asus,Repairable,4.9,0.37,,,2,588,79,1589.1891891891892,Old,Budget,Accessory
Mouse,Realme,Working,8.0,0.12,,,1,55,40,458.33333333333337,Very_Old,Budget,Computer
Tablet,OnePlus,Working,2.7,0.79,256.0,11.4,2,13853,1427,17535.443037974685,Recent,Budget,Mobile
Tablet,Samsung,Working,1.1,0.72,512.0,11.8,1,16110,1652,22375.0,Recent,Premium,Mobile
Monitor,MSI,Dead,5.3,4.91,,24.6,2,896,109,182.4847250509165,Very_Old,Premium,Computer
Mouse,Generic,Repairable,1.7,0.13,,,2,185,38,1423.076923076923,Recent,Budget,Computer
Laptop,LG,Repairable,6.0,2.91,32.0,16.5,1,3610,387,1240.549828178694,Very_Old,Budget,Computer
Tablet,Local,Working,3.2,0.5,128.0,9.3,2,3311,367,6622.0,Old,Budget,Mobile
Charger,Dell,Dead,5.4,0.23,,,3,54,15,234.78260869565216,Very_Old,Premium,Accessory
Speaker,OnePlus,Dead,1.1,2.44,,,2,507,65,207.78688524590166,Recent,Budget,Accessory
Headphones,Apple,Repairable,1.4,0.39,,,1,1485,169,3807.6923076923076,Recent,Premium,Accessory
Tablet,Generic,Repairable,4.0,0.49,1024.0,10.0,1,2804,301,5722.448979591837,Old,Budget,Mobile
Tablet,HP,Working,2.3,0.44,32.0,12.5,2,9112,952,20709.090909090908,Recent,Budget,Mobile
Laptop,Samsung,Working,1.1,2.73,256.0,13.8,3,32836,3328,12027.838827838828,Recent,Premium,Computer
Smartphone,HP,Working,1.1,0.22,1024.0,6.6,2,13251,1365,60231.818181818184,Recent,Budget,Mobile
Smartphone,Xiaomi,Working,1.9,0.23,128.0,6.8,1,5658,605,24600.0,Recent,Budget,Mobile
Headphones,Asus,Working,7.2,0.25,,,1,322,67,1288.0,Very_Old,Budget,Accessory
Laptop,Local,Repairable,0.7,1.91,512.0,14.5,3,6257,654,3275.916230366492,New,Budget,Computer
Tablet,Asus,Working,0.7,0.54,32.0,11.1,1,18745,1915,34712.96296296296,New,Budget,Mobile
Headphones,Realme,Working,1.6,0.25,,,1,1449,179,5796.0,Recent,Budget,Accessory
Mouse,MSI,Repairable,3.9,0.13,,,1,220,42,1692.3076923076922,Old,Premium,Computer
Speaker,Samsung,Working,0.6,1.24,,,2,3487,385,2812.0967741935483,New,Premium,Accessory
Smartphone,OnePlus,Working,5.8,0.2,64.0,5.8,3,3640,399,18200.0,Very_Old,Budget,Mobile
Tablet,Local,Dead,3.0,0.69,32.0,9.8,3,752,86,1089.8550724637682,Recent,Budget,Mobile
Laptop,Local,Working,2.5,1.61,512.0,15.1,3,7447,787,4625.465838509316,Recent,Budget,Computer
Keyboard,Sony,Repairable,8.0,0.83,,,1,113,33,136.14457831325302,Very_Old,Premium,Computer
Laptop,Dell,Dead,1.6,2.69,256.0,16.5,2,6298,649,2341.2639405204463,Recent,Premium,Computer
Mouse,HP,Repairable,1.6,0.16,,,3,321,52,2006.25,Recent,Budget,Computer
Charger,Samsung,Repairable,1.6,0.13,,,2,265,46,2038.4615384615383,Recent,Premium,Accessory
Keyboard,MSI,Working,0.5,1.11,,,1,1563,193,1408.108108108108,New,Premium,Computer
Smartphone,Samsung,Working,1.0,0.22,32.0,5.9,2,11147,1154,50668.181818181816,New,Premium,Mobile
Keyboard,Realme,Repairable,0.9,1.17,,,2,499,71,426.4957264957265,New,Budget,Computer
Keyboard,HP,Repairable,4.5,0.78,,,1,470,69,602.5641025641025,Old,Budget,Computer
Battery,HP,Dead,0.8,0.3,,,3,177,28,590.0,New,Budget,Accessory
Keyboard,Asus,Working,2.3,0.82,,,1,1252,162,1526.829268292683,Recent,Budget,Computer
Keyboard,Asus,Working,0.5,0.8,,,2,1594,196,1992.5,New,Budget,Computer
Laptop,Samsung,Working,1.7,2.6,256.0,16.3,2,24910,2536,9580.76923076923,Recent,Premium,Computer
Laptop,Acer,Dead,2.3,1.82,64.0,15.5,1,3741,388,2055.4945054945056,Recent,Budget,Computer
Monitor,Sony,Working,4.0,5.08,,30.3,3,4287,473,843.8976377952756,Old,Premium,Computer
Battery,Samsung,Working,2.7,0.52,,,2,918,127,1765.3846153846152,Recent,Premium,Accessory
Keyboard,Lenovo,Dead,1.0,0.94,,,3,247,36,262.7659574468085,New,Budget,Computer
Speaker,Lenovo,Dead,8.0,1.96,,,3,59,19,30.102040816326532,Very_Old,Budget,Accessory
Battery,Sony,Repairable,2.2,0.76,,,2,563,78,740.7894736842105,Recent,Premium,Accessory
Battery,Xiaomi,Repairable,1.7,0.66,,,1,381,59,577.2727272727273,Recent,Budget,Accessory
Keyboard,Samsung,Working,1.9,0.63,,,2,1385,174,2198.4126984126983,Recent,Premium,Computer
Monitor,Asus,Dead,1.1,7.57,,31.4,1,1926,217,254.42536327608983,Recent,Budget,Computer
Smartphone,Generic,Working,2.0,0.21,1024.0,5.2,1,5472,587,26057.14285714286,Recent,Budget,Mobile
Tablet,LG,Repairable,1.4,0.44,128.0,10.2,1,7393,765,16802.272727272728,Recent,Budget,Mobile
Speaker,Realme,Working,3.5,1.44,,,1,1005,138,697.9166666666667,Old,Budget,Accessory
Mouse,MSI,Repairable,1.5,0.19,,,2,405,60,2131.578947368421,Recent,Premium,Computer
Headphones,Asus,Repairable,1.6,0.36,,,2,849,105,2358.3333333333335,Recent,Budget,Accessory
Mouse,Sony,Dead,8.0,0.17,,,2,50,15,294.11764705882354,Very_Old,Premium,Computer
Smartphone,MSI,Working,2.3,0.16,256.0,5.3,3,10778,1117,67362.5,Recent,Premium,Mobile
Laptop,LG,Repairable,2.6,1.87,256.0,16.1,2,11086,1137,5928.3422459893045,Recent,Budget,Computer
Smartphone,Apple,Working,2.7,0.21,1024.0,5.1,3,13589,1398,64709.52380952381,Recent,Premium,Mobile
Headphones,Local,Repairable,1.3,0.27,,,2,530,74,1962.9629629629628,Recent,Budget,Accessory
Tablet,Lenovo,Repairable,1.5,0.69,256.0,9.0,3,6713,697,9728.985507246378,Recent,Budget,Mobile
Speaker,Asus,Repairable,1.0,1.56,,,2,1426,165,914.1025641025641,New,Budget,Accessory
Mouse,Realme,Repairable,1.0,0.1,,,2,248,44,2480.0,New,Budget,Computer
Tablet,OnePlus,Working,7.2,0.54,128.0,8.0,2,1985,234,3675.9259259259256,Very_Old,Budget,Mobile
Battery,Realme,Repairable,2.8,0.71,,,3,189,39,266.19718309859155,Recent,Budget,Accessory
Headphones,Sony,Working,0.8,0.44,,,2,2398,275,5450.0,New,Premium,Accessory
Tablet,Generic,Working,0.6,0.65,1024.0,9.8,2,7354,776,11313.846153846154,New,Budget,Mobile
Charger,LG,Working,3.4,0.26,,,2,325,68,1250.0,Old,Budget,Accessory
Charger,LG,Working,6.4,0.18,,,2,147,49,816.6666666666667,Very_Old,Budget,Accessory
Monitor,HP,Repairable,1.8,7.49,,20.1,2,4596,494,613.6181575433911,Recent,Budget,Computer
Laptop,Generic,Working,6.0,2.74,128.0,13.8,1,4694,509,1713.1386861313867,Very_Old,Budget,Computer
Mouse,Sony,Working,3.8,0.19,,,2,421,77,2215.7894736842104,Old,Premium,Computer
Battery,Realme,Repairable,6.6,0.32,,,2,66,27,206.25,Very_Old,Budget,Accessory
Smartphone,Acer,Repairable,2.0,0.21,32.0,5.0,3,3800,400,18095.238095238095,Recent,Budget,Mobile
Battery,Realme,Working,7.0,0.32,,,2,94,45,293.75,Very_Old,Budget,Accessory
Keyboard,Samsung,Repairable,0.5,0.9,,,1,1188,140,1320.0,New,Premium,Computer
Keyboard,OnePlus,Dead,2.7,1.08,,,2,196,31,181.48148148148147,Recent,Budget,Computer
Tablet,Realme,Working,2.1,0.58,256.0,8.4,1,8233,864,14194.827586206897,Recent,Budget,Mobile
Laptop,Generic,Dead,2.8,2.25,64.0,14.9,1,2544,268,1130.6666666666667,Recent,Budget,Computer
Smartphone,Lenovo,Dead,0.8,0.21,256.0,6.6,3,1925,202,9166.666666666668,New,Budget,Mobile
Speaker,Acer,Dead,2.4,1.31,,,3,455,58,347.32824427480915,Recent,Budget,Accessory
Speaker,Samsung,Repairable,2.0,1.15,,,1,1722,194,1497.3913043478262,Recent,Premium,Accessory
Speaker,MSI,Repairable,1.1,2.61,,,2,1781,203,682.3754789272031,Recent,Premium,Accessory
Charger,MSI,Working,8.0,0.2,,,3,59,40,295.0,Very_Old,Premium,Accessory
Mouse,MSI,Working,3.3,0.11,,,2,520,87,4727.272727272727,Old,Premium,Computer
Charger,HP,Repairable,2.1,0.12,,,1,267,46,2225.0,Recent,Budget,Accessory
Mouse,Xiaomi,Repairable,4.3,0.19,,,2,114,31,600.0,Old,Budget,Computer
Smartphone,Asus,Repairable,0.7,0.18,64.0,5.2,2,6636,688,36866.66666666667,New,Budget,Mobile
Monitor,Asus,Dead,3.0,3.51,,23.6,3,1305,147,371.7948717948718,Recent,Budget,Computer
Keyboard,Lenovo,Dead,3.6,0.66,,,2,198,30,300.0,Old,Budget,Computer
Speaker,Generic,Dead,1.0,2.43,,,2,364,51,149.79423868312756,New,Budget,Accessory
Speaker,Acer,Repairable,0.8,2.73,,,2,1313,156,480.95238095238096,New,Budget,Accessory
Charger,Xiaomi,Working,0.8,0.19,,,1,358,70,1884.2105263157894,New,Budget,Accessory
Headphones,Generic,Repairable,2.9,0.43,,,2,346,55,804.6511627906976,Recent,Budget,Accessory
Laptop,Asus,Working,1.9,2.72,256.0,15.1,1,29951,3040,11011.397058823528,Recent,Budget,Computer
Headphones,Asus,Working,6.5,0.36,,,2,493,85,1369.4444444444446,Very_Old,Budget,Accessory
Monitor,LG,Working,4.3,5.46,,25.4,1,4517,497,827.2893772893773,Old,Budget,Computer
Smartphone,HP,Dead,4.3,0.23,128.0,5.6,2,1256,135,5460.869565217391,Old,Budget,Mobile
Mouse,LG,Repairable,1.9,0.16,,,3,239,43,1493.75,Recent,Budget,Computer
Monitor,Dell,Working,3.7,5.43,,20.4,1,5790,630,1066.2983425414366,Old,Premium,Computer
Headphones,Asus,Repairable,1.0,0.48,,,2,1022,123,2129.166666666667,New,Budget,Accessory
Smartphone,Acer,Repairable,0.9,0.2,32.0,5.1,1,4754,495,23770.0,New,Budget,Mobile
Laptop,Sony,Repairable,1.3,2.32,32.0,14.4,3,12347,1264,5321.98275862069,Recent,Premium,Computer
Battery,Local,Working,1.7,0.78,,,2,369,73,473.07692307692304,Recent,Budget,Accessory
Laptop,LG,Dead,1.1,1.87,1024.0,16.0,3,4879,501,2609.090909090909,Recent,Budget,Computer
Monitor,Samsung,Repairable,1.0,6.55,,24.4,2,4183,451,638.6259541984733,New,Premium,Computer
Laptop,OnePlus,Repairable,3.5,2.01,512.0,13.8,3,8656,894,4306.467661691543,Old,Budget,Computer
Mouse,Lenovo,Repairable,3.2,0.11,,,1,298,49,2709.090909090909,Old,Budget,Computer
Speaker,Samsung,Dead,0.9,2.75,,,2,705,86,256.3636363636364,New,Premium,Accessory
Speaker,Acer,Working,3.1,1.64,,,3,1708,208,1041.4634146341464,Old,Budget,Accessory
Monitor,Local,Repairable,0.8,3.89,,20.1,1,2082,236,535.2185089974292,New,Budget,Computer
Tablet,HP,Dead,0.9,0.78,256.0,9.8,2,4205,432,5391.025641025641,New,Budget,Mobile
Speaker,Apple,Repairable,5.6,2.09,,,2,750,99,358.85167464114835,Very_Old,Premium,Accessory
Laptop,Sony,Repairable,2.9,2.49,256.0,14.1,2,13657,1395,5484.738955823293,Recent,Premium,Computer
Headphones,Local,Dead,2.7,0.22,,,1,142,24,645.4545454545455,Recent,Budget,Accessory
Keyboard,Acer,Working,0.5,1.2,,,2,1370,174,1141.6666666666667,New,Budget,Computer
Speaker,Apple,Dead,3.6,2.02,,,2,564,70,279.2079207920792,Old,Premium,Accessory
Smartphone,Acer,Dead,0.8,0.18,1024.0,6.4,1,2339,243,12994.444444444445,New,Budget,Mobile
Mouse,LG,Working,2.1,0.11,,,3,389,73,3536.3636363636365,Recent,Budget,Computer
Charger,Local,Dead,0.7,0.18,,,1,70,17,388.8888888888889,New,Budget,Accessory
Monitor,Generic,Repairable,2.5,7.01,,23.7,1,1914,225,273.0385164051355,Recent,Budget,Computer
Battery,Local,Dead,0.7,0.74,,,1,127,23,171.6216216216216,New,Budget,Accessory
Laptop,Local,Dead,0.9,2.27,64.0,15.5,1,2563,271,1129.0748898678414,New,Budget,Computer
Tablet,Local,Repairable,6.3,0.63,128.0,8.2,3,781,99,1239.6825396825398,Very_Old,Budget,Mobile
Battery,MSI,Working,0.6,0.39,,,3,860,122,2205.128205128205,New,Premium,Accessory
Keyboard,Xiaomi,Repairable,3.2,1.01,,,3,266,48,263.36633663366337,Old,Budget,Computer
Charger,Acer,Repairable,4.1,0.13,,,3,118,31,907.6923076923076,Old,Budget,Accessory
Laptop,Generic,Working,1.1,2.06,128.0,15.0,2,10685,1112,5186.893203883495,Recent,Budget,Computer
Charger,LG,Repairable,1.5,0.3,,,3,187,39,623.3333333333334,Recent,Budget,Accessory
Charger,Xiaomi,Repairable,0.8,0.11,,,3,192,39,1745.4545454545455,New,Budget,Accessory
